skeleton_path	marker_name	marker_index
../data/dev/Carter2023_Formatted_No_Arm_P003_split5.b3d	RTH4	1
../data/dev/Carter2023_Formatted_No_Arm_P003_split5.b3d	LTH1	6
../data/dev/Carter2023_Formatted_No_Arm_P003_split5.b3d	LTH2	6
../data/dev/Carter2023_Formatted_No_Arm_P003_split5.b3d	LTH3	6
../data/dev/Carter2023_Formatted_No_Arm_P003_split5.b3d	LTH4	6
../data/dev/Carter2023_Formatted_No_Arm_P003_split5.b3d	RSK1	2
../data/dev/Carter2023_Formatted_No_Arm_P003_split5.b3d	RSK2	2
../data/dev/Carter2023_Formatted_No_Arm_P003_split5.b3d	RSK3	2
../data/dev/Carter2023_Formatted_No_Arm_P003_split5.b3d	RSK4	2
../data/dev/Carter2023_Formatted_No_Arm_P003_split5.b3d	LSK1	7
../data/dev/Carter2023_Formatted_No_Arm_P003_split5.b3d	LSK2	7
../data/dev/Carter2023_Formatted_No_Arm_P003_split5.b3d	LSK3	7
../data/dev/Carter2023_Formatted_No_Arm_P003_split5.b3d	LSK4	7
../data/dev/Wang2023_Formatted_No_Arm_Subj05.b3d	LS1	7
../data/dev/Wang2023_Formatted_No_Arm_Subj05.b3d	LS2	7
../data/dev/Wang2023_Formatted_No_Arm_Subj05.b3d	LS3	7
../data/dev/Wang2023_Formatted_No_Arm_Subj05.b3d	LT1	6
../data/dev/Wang2023_Formatted_No_Arm_Subj05.b3d	LT2	6
../data/dev/Wang2023_Formatted_No_Arm_Subj05.b3d	LT3	6
../data/dev/Wang2023_Formatted_No_Arm_Subj05.b3d	RS1	2
../data/dev/Wang2023_Formatted_No_Arm_Subj05.b3d	RS2	2
../data/dev/Wang2023_Formatted_No_Arm_Subj05.b3d	RS3	2
../data/dev/Wang2023_Formatted_No_Arm_Subj05.b3d	RT1	1
../data/dev/Wang2023_Formatted_No_Arm_Subj05.b3d	RT2	1
../data/dev/Wang2023_Formatted_No_Arm_Subj05.b3d	RT3	1
../data/dev/Carter2023_Formatted_No_Arm_P002_split5.b3d	RTH1	1
../data/dev/Carter2023_Formatted_No_Arm_P002_split5.b3d	RTH2	1
../data/dev/Carter2023_Formatted_No_Arm_P002_split5.b3d	RTH3	1
../data/dev/Carter2023_Formatted_No_Arm_P002_split5.b3d	RTH4	1
../data/dev/Carter2023_Formatted_No_Arm_P002_split5.b3d	LTH1	6
../data/dev/Carter2023_Formatted_No_Arm_P002_split5.b3d	LTH2	6
../data/dev/Carter2023_Formatted_No_Arm_P002_split5.b3d	LTH3	6
../data/dev/Carter2023_Formatted_No_Arm_P002_split5.b3d	LTH4	6
../data/dev/Carter2023_Formatted_No_Arm_P002_split5.b3d	RSK1	2
../data/dev/Carter2023_Formatted_No_Arm_P002_split5.b3d	RSK2	2
../data/dev/Carter2023_Formatted_No_Arm_P002_split5.b3d	RSK3	2
../data/dev/Carter2023_Formatted_No_Arm_P002_split5.b3d	RSK4	2
../data/dev/Carter2023_Formatted_No_Arm_P002_split5.b3d	LSK1	7
../data/dev/Carter2023_Formatted_No_Arm_P002_split5.b3d	LSK2	7
../data/dev/Carter2023_Formatted_No_Arm_P002_split5.b3d	LSK3	7
../data/dev/Carter2023_Formatted_No_Arm_P002_split5.b3d	LSK4	7
../data/dev/Tan2021_Formatted_No_Arm_s2.b3d	RTC1	1
../data/dev/Tan2021_Formatted_No_Arm_s2.b3d	RTC2	1
../data/dev/Tan2021_Formatted_No_Arm_s2.b3d	RTC3	1
../data/dev/Tan2021_Formatted_No_Arm_s2.b3d	RTC4	1
../data/dev/Tan2021_Formatted_No_Arm_s2.b3d	RSC1	2
../data/dev/Tan2021_Formatted_No_Arm_s2.b3d	RSC2	2
../data/dev/Tan2021_Formatted_No_Arm_s2.b3d	RSC3	2
../data/dev/Tan2021_Formatted_No_Arm_s2.b3d	RSC4	2
../data/dev/Tan2021_Formatted_No_Arm_s2.b3d	LFT	6
../data/dev/Tan2021_Formatted_No_Arm_s2.b3d	LTC1	6
../data/dev/Tan2021_Formatted_No_Arm_s2.b3d	LTC2	6
../data/dev/Tan2021_Formatted_No_Arm_s2.b3d	LTC3	6
../data/dev/Tan2021_Formatted_No_Arm_s2.b3d	LTC4	6
../data/dev/Tan2021_Formatted_No_Arm_s2.b3d	LSC1	7
../data/dev/Tan2021_Formatted_No_Arm_s2.b3d	LSC2	7
../data/dev/Tan2021_Formatted_No_Arm_s2.b3d	LSC3	7
../data/dev/Tan2021_Formatted_No_Arm_s2.b3d	LSC4	7
../data/dev/Wang2023_Formatted_No_Arm_Subj04.b3d	LS1	7
../data/dev/Wang2023_Formatted_No_Arm_Subj04.b3d	LS2	7
../data/dev/Wang2023_Formatted_No_Arm_Subj04.b3d	LS3	7
../data/dev/Wang2023_Formatted_No_Arm_Subj04.b3d	LT1	6
../data/dev/Wang2023_Formatted_No_Arm_Subj04.b3d	LT2	6
../data/dev/Wang2023_Formatted_No_Arm_Subj04.b3d	LT3	6
../data/dev/Wang2023_Formatted_No_Arm_Subj04.b3d	RS1	2
../data/dev/Wang2023_Formatted_No_Arm_Subj04.b3d	RS2	2
../data/dev/Wang2023_Formatted_No_Arm_Subj04.b3d	RS3	2
../data/dev/Wang2023_Formatted_No_Arm_Subj04.b3d	RT1	1
../data/dev/Wang2023_Formatted_No_Arm_Subj04.b3d	RT2	1
../data/dev/Wang2023_Formatted_No_Arm_Subj04.b3d	RT3	1
../data/dev/Santos2017_Formatted_No_Arm_subject0.b3d	R.Front.Head	11
../data/dev/Santos2017_Formatted_No_Arm_subject0.b3d	R.Back.Head	11
../data/dev/Santos2017_Formatted_No_Arm_subject0.b3d	L.Front.Head	11
../data/dev/Santos2017_Formatted_No_Arm_subject0.b3d	L.Back.Head	11
../data/dev/Santos2017_Formatted_No_Arm_subject0.b3d	L.Iliac.Crestv	0
../data/dev/Santos2017_Formatted_No_Arm_subject0.b3d	R.Iliac.Crestv	0
../data/dev/Tan2021_Formatted_No_Arm_s1.b3d	RTC1	1
../data/dev/Tan2021_Formatted_No_Arm_s1.b3d	RTC2	1
../data/dev/Tan2021_Formatted_No_Arm_s1.b3d	RTC3	1
../data/dev/Tan2021_Formatted_No_Arm_s1.b3d	RTC4	1
../data/dev/Tan2021_Formatted_No_Arm_s1.b3d	RSC1	2
../data/dev/Tan2021_Formatted_No_Arm_s1.b3d	RSC2	2
../data/dev/Tan2021_Formatted_No_Arm_s1.b3d	RSC3	2
../data/dev/Tan2021_Formatted_No_Arm_s1.b3d	RSC4	2
../data/dev/Tan2021_Formatted_No_Arm_s1.b3d	LFT	6
../data/dev/Tan2021_Formatted_No_Arm_s1.b3d	LTC1	6
../data/dev/Tan2021_Formatted_No_Arm_s1.b3d	LTC2	6
../data/dev/Tan2021_Formatted_No_Arm_s1.b3d	LTC3	6
../data/dev/Tan2021_Formatted_No_Arm_s1.b3d	LTC4	6
../data/dev/Tan2021_Formatted_No_Arm_s1.b3d	LSC1	7
../data/dev/Tan2021_Formatted_No_Arm_s1.b3d	LSC2	7
../data/dev/Tan2021_Formatted_No_Arm_s1.b3d	LSC3	7
../data/dev/Tan2021_Formatted_No_Arm_s1.b3d	LSC4	7
../data/dev/Santos2017_Formatted_No_Arm_subject1.b3d	R.Front.Head	11
../data/dev/Santos2017_Formatted_No_Arm_subject1.b3d	R.Back.Head	11
../data/dev/Santos2017_Formatted_No_Arm_subject1.b3d	L.Front.Head	11
../data/dev/Santos2017_Formatted_No_Arm_subject1.b3d	L.Back.Head	11
../data/dev/Santos2017_Formatted_No_Arm_subject1.b3d	L.Iliac.Crestv	0
../data/dev/Santos2017_Formatted_No_Arm_subject1.b3d	R.Iliac.Crestv	0
../data/dev/Tiziana2019_Formatted_No_Arm_Subject10.b3d	RxThigh	1
../data/dev/Tiziana2019_Formatted_No_Arm_Subject10.b3d	RxShank	2
../data/dev/Tiziana2019_Formatted_No_Arm_Subject10.b3d	LxThigh	6
../data/dev/Tiziana2019_Formatted_No_Arm_Subject10.b3d	LxShank	7
../data/dev/Camargo2021_Formatted_No_Arm_AB06_split0.b3d	R_Thigh_Upper	1
../data/dev/Camargo2021_Formatted_No_Arm_AB06_split0.b3d	R_Thigh_Front	1
../data/dev/Camargo2021_Formatted_No_Arm_AB06_split0.b3d	R_Thigh_Rear	1
../data/dev/Camargo2021_Formatted_No_Arm_AB06_split0.b3d	R_Shank_Upper	2
../data/dev/Camargo2021_Formatted_No_Arm_AB06_split0.b3d	R_Shank_Front	2
../data/dev/Camargo2021_Formatted_No_Arm_AB06_split0.b3d	R_Shank_Rear	2
../data/dev/Camargo2021_Formatted_No_Arm_AB06_split0.b3d	L_Thigh_Upper	6
../data/dev/Camargo2021_Formatted_No_Arm_AB06_split0.b3d	L_Thigh_Front	6
../data/dev/Camargo2021_Formatted_No_Arm_AB06_split0.b3d	L_Thigh_Rear	6
../data/dev/Camargo2021_Formatted_No_Arm_AB06_split0.b3d	L_Shank_Upper	7
../data/dev/Camargo2021_Formatted_No_Arm_AB06_split0.b3d	L_Shank_Front	7
../data/dev/Camargo2021_Formatted_No_Arm_AB06_split0.b3d	L_Shank_Rear	7
../data/dev/Camargo2021_Formatted_No_Arm_AB06_split1.b3d	R_Thigh_Upper	1
../data/dev/Camargo2021_Formatted_No_Arm_AB06_split1.b3d	R_Thigh_Front	1
../data/dev/Camargo2021_Formatted_No_Arm_AB06_split1.b3d	R_Thigh_Rear	1
../data/dev/Camargo2021_Formatted_No_Arm_AB06_split1.b3d	R_Shank_Upper	2
../data/dev/Camargo2021_Formatted_No_Arm_AB06_split1.b3d	R_Shank_Front	2
../data/dev/Camargo2021_Formatted_No_Arm_AB06_split1.b3d	R_Shank_Rear	2
../data/dev/Camargo2021_Formatted_No_Arm_AB06_split1.b3d	L_Thigh_Upper	6
../data/dev/Camargo2021_Formatted_No_Arm_AB06_split1.b3d	L_Thigh_Front	6
../data/dev/Camargo2021_Formatted_No_Arm_AB06_split1.b3d	L_Thigh_Rear	6
../data/dev/Camargo2021_Formatted_No_Arm_AB06_split1.b3d	L_Shank_Upper	7
../data/dev/Camargo2021_Formatted_No_Arm_AB06_split1.b3d	L_Shank_Front	7
../data/dev/Camargo2021_Formatted_No_Arm_AB06_split1.b3d	L_Shank_Rear	7
../data/dev/Moore2015_Formatted_No_Arm_subject12.b3d	LHEAD	11
../data/dev/Moore2015_Formatted_No_Arm_subject12.b3d	THEAD	11
../data/dev/Moore2015_Formatted_No_Arm_subject12.b3d	RHEAD	11
../data/dev/Moore2015_Formatted_No_Arm_subject12.b3d	FHEAD	11
../data/dev/Moore2015_Formatted_No_Arm_subject12.b3d	T10	11
../data/dev/Moore2015_Formatted_No_Arm_subject12.b3d	LDELT	11
../data/dev/Moore2015_Formatted_No_Arm_subject12.b3d	RDELT	11
../data/dev/Moore2015_Formatted_No_Arm_subject12.b3d	FLTHI	6
../data/dev/Moore2015_Formatted_No_Arm_subject12.b3d	LATI	7
../data/dev/Moore2015_Formatted_No_Arm_subject12.b3d	FRTHI	1
../data/dev/Moore2015_Formatted_No_Arm_subject12.b3d	RATI	2
../data/dev/Moore2015_Formatted_No_Arm_subject10.b3d	LHEAD	11
../data/dev/Moore2015_Formatted_No_Arm_subject10.b3d	THEAD	11
../data/dev/Moore2015_Formatted_No_Arm_subject10.b3d	RHEAD	11
../data/dev/Moore2015_Formatted_No_Arm_subject10.b3d	FHEAD	11
../data/dev/Moore2015_Formatted_No_Arm_subject10.b3d	T10	11
../data/dev/Moore2015_Formatted_No_Arm_subject10.b3d	LDELT	11
../data/dev/Moore2015_Formatted_No_Arm_subject10.b3d	RDELT	11
../data/dev/Moore2015_Formatted_No_Arm_subject10.b3d	FLTHI	6
../data/dev/Moore2015_Formatted_No_Arm_subject10.b3d	LATI	7
../data/dev/Moore2015_Formatted_No_Arm_subject10.b3d	FRTHI	1
../data/dev/Moore2015_Formatted_No_Arm_subject10.b3d	RATI	2
../data/dev/Tiziana2019_Formatted_No_Arm_Subject1.b3d	RxThigh	1
../data/dev/Tiziana2019_Formatted_No_Arm_Subject1.b3d	RxShank	2
../data/dev/Tiziana2019_Formatted_No_Arm_Subject1.b3d	LxThigh	6
../data/dev/Tiziana2019_Formatted_No_Arm_Subject1.b3d	LxShank	7
../data/train/Santos2017_Formatted_No_Arm_subject17.b3d	R.Front.Head	11
../data/train/Santos2017_Formatted_No_Arm_subject17.b3d	R.Back.Head	11
../data/train/Santos2017_Formatted_No_Arm_subject17.b3d	L.Front.Head	11
../data/train/Santos2017_Formatted_No_Arm_subject17.b3d	L.Back.Head	11
../data/train/Santos2017_Formatted_No_Arm_subject17.b3d	L.Iliac.Crestv	0
../data/train/Santos2017_Formatted_No_Arm_subject17.b3d	R.Iliac.Crestv	0
../data/train/Camargo2021_Formatted_No_Arm_AB23_split5.b3d	R_Thigh_Upper	1
../data/train/Camargo2021_Formatted_No_Arm_AB23_split5.b3d	R_Thigh_Front	1
../data/train/Camargo2021_Formatted_No_Arm_AB23_split5.b3d	R_Thigh_Rear	1
../data/train/Camargo2021_Formatted_No_Arm_AB23_split5.b3d	R_Shank_Upper	2
../data/train/Camargo2021_Formatted_No_Arm_AB23_split5.b3d	R_Shank_Front	2
../data/train/Camargo2021_Formatted_No_Arm_AB23_split5.b3d	R_Shank_Rear	2
../data/train/Camargo2021_Formatted_No_Arm_AB23_split5.b3d	L_Thigh_Upper	6
../data/train/Camargo2021_Formatted_No_Arm_AB23_split5.b3d	L_Thigh_Front	6
../data/train/Camargo2021_Formatted_No_Arm_AB23_split5.b3d	L_Thigh_Rear	6
../data/train/Camargo2021_Formatted_No_Arm_AB23_split5.b3d	L_Shank_Upper	7
../data/train/Camargo2021_Formatted_No_Arm_AB23_split5.b3d	L_Shank_Front	7
../data/train/Camargo2021_Formatted_No_Arm_AB23_split5.b3d	L_Shank_Rear	7
../data/train/Carter2023_Formatted_No_Arm_P017_split4.b3d	RTH1	1
../data/train/Carter2023_Formatted_No_Arm_P017_split4.b3d	RTH2	1
../data/train/Carter2023_Formatted_No_Arm_P017_split4.b3d	RTH3	1
../data/train/Carter2023_Formatted_No_Arm_P017_split4.b3d	RTH4	1
../data/train/Carter2023_Formatted_No_Arm_P017_split4.b3d	LTH1	6
../data/train/Carter2023_Formatted_No_Arm_P017_split4.b3d	LTH2	6
../data/train/Carter2023_Formatted_No_Arm_P017_split4.b3d	LTH3	6
../data/train/Carter2023_Formatted_No_Arm_P017_split4.b3d	LTH4	6
../data/train/Carter2023_Formatted_No_Arm_P017_split4.b3d	RSK1	2
../data/train/Carter2023_Formatted_No_Arm_P017_split4.b3d	RSK2	2
../data/train/Carter2023_Formatted_No_Arm_P017_split4.b3d	RSK3	2
../data/train/Carter2023_Formatted_No_Arm_P017_split4.b3d	RSK4	2
../data/train/Carter2023_Formatted_No_Arm_P017_split4.b3d	LSK1	7
../data/train/Carter2023_Formatted_No_Arm_P017_split4.b3d	LSK2	7
../data/train/Carter2023_Formatted_No_Arm_P017_split4.b3d	LSK3	7
../data/train/Carter2023_Formatted_No_Arm_P017_split4.b3d	LSK4	7
../data/train/Falisse2017_Formatted_No_Arm_subject_3.b3d	RKNEmed	1
../data/train/Falisse2017_Formatted_No_Arm_subject_3.b3d	RTHI	1
../data/train/Falisse2017_Formatted_No_Arm_subject_3.b3d	RTHI2	1
../data/train/Falisse2017_Formatted_No_Arm_subject_3.b3d	RTHI3	1
../data/train/Falisse2017_Formatted_No_Arm_subject_3.b3d	RANKmed	2
../data/train/Falisse2017_Formatted_No_Arm_subject_3.b3d	RTIB	2
../data/train/Falisse2017_Formatted_No_Arm_subject_3.b3d	RTIB2	2
../data/train/Falisse2017_Formatted_No_Arm_subject_3.b3d	RTIB3	2
../data/train/Falisse2017_Formatted_No_Arm_subject_3.b3d	LKNEmed	6
../data/train/Falisse2017_Formatted_No_Arm_subject_3.b3d	LTHI	6
../data/train/Falisse2017_Formatted_No_Arm_subject_3.b3d	LTHI2	6
../data/train/Falisse2017_Formatted_No_Arm_subject_3.b3d	LTHI3	6
../data/train/Falisse2017_Formatted_No_Arm_subject_3.b3d	LANKmed	7
../data/train/Falisse2017_Formatted_No_Arm_subject_3.b3d	LTIB	7
../data/train/Falisse2017_Formatted_No_Arm_subject_3.b3d	LTIB2	7
../data/train/Falisse2017_Formatted_No_Arm_subject_3.b3d	LTIB3	7
../data/train/Falisse2017_Formatted_No_Arm_subject_3.b3d	RBAK	11
../data/train/Tiziana2019_Formatted_No_Arm_Subject40.b3d	RxThigh	1
../data/train/Tiziana2019_Formatted_No_Arm_Subject40.b3d	RxShank	2
../data/train/Tiziana2019_Formatted_No_Arm_Subject40.b3d	LxThigh	6
../data/train/Tiziana2019_Formatted_No_Arm_Subject40.b3d	LxShank	7
../data/train/Tiziana2019_Formatted_No_Arm_Subject41.b3d	RxThigh	1
../data/train/Tiziana2019_Formatted_No_Arm_Subject41.b3d	RxShank	2
../data/train/Tiziana2019_Formatted_No_Arm_Subject41.b3d	LxThigh	6
../data/train/Tiziana2019_Formatted_No_Arm_Subject41.b3d	LxShank	7
../data/train/Falisse2017_Formatted_No_Arm_subject_2.b3d	RKNEmed	1
../data/train/Falisse2017_Formatted_No_Arm_subject_2.b3d	RTHI	1
../data/train/Falisse2017_Formatted_No_Arm_subject_2.b3d	RTHI2	1
../data/train/Falisse2017_Formatted_No_Arm_subject_2.b3d	RTHI3	1
../data/train/Falisse2017_Formatted_No_Arm_subject_2.b3d	RANKmed	2
../data/train/Falisse2017_Formatted_No_Arm_subject_2.b3d	RTIB	2
../data/train/Falisse2017_Formatted_No_Arm_subject_2.b3d	RTIB2	2
../data/train/Falisse2017_Formatted_No_Arm_subject_2.b3d	RTIB3	2
../data/train/Falisse2017_Formatted_No_Arm_subject_2.b3d	LKNEmed	6
../data/train/Falisse2017_Formatted_No_Arm_subject_2.b3d	LTHI	6
../data/train/Falisse2017_Formatted_No_Arm_subject_2.b3d	LTHI2	6
../data/train/Falisse2017_Formatted_No_Arm_subject_2.b3d	LTHI3	6
../data/train/Falisse2017_Formatted_No_Arm_subject_2.b3d	LANKmed	7
../data/train/Falisse2017_Formatted_No_Arm_subject_2.b3d	LTIB	7
../data/train/Falisse2017_Formatted_No_Arm_subject_2.b3d	LTIB2	7
../data/train/Falisse2017_Formatted_No_Arm_subject_2.b3d	LTIB3	7
../data/train/Falisse2017_Formatted_No_Arm_subject_2.b3d	RBAK	11
../data/train/Santos2017_Formatted_No_Arm_subject16.b3d	R.Front.Head	11
../data/train/Santos2017_Formatted_No_Arm_subject16.b3d	R.Back.Head	11
../data/train/Santos2017_Formatted_No_Arm_subject16.b3d	L.Front.Head	11
../data/train/Santos2017_Formatted_No_Arm_subject16.b3d	L.Back.Head	11
../data/train/Santos2017_Formatted_No_Arm_subject16.b3d	L.Iliac.Crestv	0
../data/train/Santos2017_Formatted_No_Arm_subject16.b3d	R.Iliac.Crestv	0
../data/train/Santos2017_Formatted_No_Arm_subject28.b3d	R.Front.Head	11
../data/train/Santos2017_Formatted_No_Arm_subject28.b3d	R.Back.Head	11
../data/train/Santos2017_Formatted_No_Arm_subject28.b3d	L.Front.Head	11
../data/train/Santos2017_Formatted_No_Arm_subject28.b3d	L.Back.Head	11
../data/train/Santos2017_Formatted_No_Arm_subject28.b3d	L.Iliac.Crestv	0
../data/train/Santos2017_Formatted_No_Arm_subject28.b3d	R.Iliac.Crestv	0
../data/train/Santos2017_Formatted_No_Arm_subject14.b3d	R.Front.Head	11
../data/train/Santos2017_Formatted_No_Arm_subject14.b3d	R.Back.Head	11
../data/train/Santos2017_Formatted_No_Arm_subject14.b3d	L.Front.Head	11
../data/train/Santos2017_Formatted_No_Arm_subject14.b3d	L.Back.Head	11
../data/train/Santos2017_Formatted_No_Arm_subject14.b3d	L.Iliac.Crestv	0
../data/train/Santos2017_Formatted_No_Arm_subject14.b3d	R.Iliac.Crestv	0
../data/train/Moore2015_Formatted_No_Arm_subject8.b3d	LHEAD	11
../data/train/Moore2015_Formatted_No_Arm_subject8.b3d	THEAD	11
../data/train/Moore2015_Formatted_No_Arm_subject8.b3d	RHEAD	11
../data/train/Moore2015_Formatted_No_Arm_subject8.b3d	FHEAD	11
../data/train/Moore2015_Formatted_No_Arm_subject8.b3d	T10	11
../data/train/Moore2015_Formatted_No_Arm_subject8.b3d	LDELT	11
../data/train/Moore2015_Formatted_No_Arm_subject8.b3d	RDELT	11
../data/train/Moore2015_Formatted_No_Arm_subject8.b3d	FLTHI	6
../data/train/Moore2015_Formatted_No_Arm_subject8.b3d	LATI	7
../data/train/Moore2015_Formatted_No_Arm_subject8.b3d	FRTHI	1
../data/train/Moore2015_Formatted_No_Arm_subject8.b3d	RATI	2
../data/train/Carter2023_Formatted_No_Arm_P006_split5.b3d	RTH1	1
../data/train/Carter2023_Formatted_No_Arm_P006_split5.b3d	RTH2	1
../data/train/Carter2023_Formatted_No_Arm_P006_split5.b3d	RTH3	1
../data/train/Carter2023_Formatted_No_Arm_P006_split5.b3d	RTH4	1
../data/train/Carter2023_Formatted_No_Arm_P006_split5.b3d	LTH1	6
../data/train/Carter2023_Formatted_No_Arm_P006_split5.b3d	LTH2	6
../data/train/Carter2023_Formatted_No_Arm_P006_split5.b3d	LTH3	6
../data/train/Carter2023_Formatted_No_Arm_P006_split5.b3d	LTH4	6
../data/train/Carter2023_Formatted_No_Arm_P006_split5.b3d	RSK1	2
../data/train/Carter2023_Formatted_No_Arm_P006_split5.b3d	RSK2	2
../data/train/Carter2023_Formatted_No_Arm_P006_split5.b3d	RSK3	2
../data/train/Carter2023_Formatted_No_Arm_P006_split5.b3d	RSK4	2
../data/train/Carter2023_Formatted_No_Arm_P006_split5.b3d	LSK1	7
../data/train/Carter2023_Formatted_No_Arm_P006_split5.b3d	LSK2	7
../data/train/Carter2023_Formatted_No_Arm_P006_split5.b3d	LSK3	7
../data/train/Carter2023_Formatted_No_Arm_P006_split5.b3d	LSK4	7
../data/train/Tiziana2019_Formatted_No_Arm_Subject43.b3d	RxThigh	1
../data/train/Tiziana2019_Formatted_No_Arm_Subject43.b3d	RxShank	2
../data/train/Tiziana2019_Formatted_No_Arm_Subject43.b3d	LxThigh	6
../data/train/Tiziana2019_Formatted_No_Arm_Subject43.b3d	LxShank	7
../data/train/Tiziana2019_Formatted_No_Arm_Subject42.b3d	RxThigh	1
../data/train/Tiziana2019_Formatted_No_Arm_Subject42.b3d	RxShank	2
../data/train/Tiziana2019_Formatted_No_Arm_Subject42.b3d	LxThigh	6
../data/train/Tiziana2019_Formatted_No_Arm_Subject42.b3d	LxShank	7
../data/train/Carter2023_Formatted_No_Arm_P017_split6.b3d	RTH1	1
../data/train/Carter2023_Formatted_No_Arm_P017_split6.b3d	RTH2	1
../data/train/Carter2023_Formatted_No_Arm_P017_split6.b3d	RTH3	1
../data/train/Carter2023_Formatted_No_Arm_P017_split6.b3d	RTH4	1
../data/train/Carter2023_Formatted_No_Arm_P017_split6.b3d	LTH1	6
../data/train/Carter2023_Formatted_No_Arm_P017_split6.b3d	LTH2	6
../data/train/Carter2023_Formatted_No_Arm_P017_split6.b3d	LTH3	6
../data/train/Carter2023_Formatted_No_Arm_P017_split6.b3d	LTH4	6
../data/train/Carter2023_Formatted_No_Arm_P017_split6.b3d	RSK1	2
../data/train/Carter2023_Formatted_No_Arm_P017_split6.b3d	RSK2	2
../data/train/Carter2023_Formatted_No_Arm_P017_split6.b3d	RSK3	2
../data/train/Carter2023_Formatted_No_Arm_P017_split6.b3d	RSK4	2
../data/train/Carter2023_Formatted_No_Arm_P017_split6.b3d	LSK1	7
../data/train/Carter2023_Formatted_No_Arm_P017_split6.b3d	LSK2	7
../data/train/Carter2023_Formatted_No_Arm_P017_split6.b3d	LSK3	7
../data/train/Carter2023_Formatted_No_Arm_P017_split6.b3d	LSK4	7
../data/train/Carter2023_Formatted_No_Arm_P020_split6.b3d	RTH1	1
../data/train/Carter2023_Formatted_No_Arm_P020_split6.b3d	RTH2	1
../data/train/Carter2023_Formatted_No_Arm_P020_split6.b3d	RTH3	1
../data/train/Carter2023_Formatted_No_Arm_P020_split6.b3d	RTH4	1
../data/train/Carter2023_Formatted_No_Arm_P020_split6.b3d	LTH1	6
../data/train/Carter2023_Formatted_No_Arm_P020_split6.b3d	LTH2	6
../data/train/Carter2023_Formatted_No_Arm_P020_split6.b3d	LTH3	6
../data/train/Carter2023_Formatted_No_Arm_P020_split6.b3d	LTH4	6
../data/train/Carter2023_Formatted_No_Arm_P020_split6.b3d	RSK1	2
../data/train/Carter2023_Formatted_No_Arm_P020_split6.b3d	RSK2	2
../data/train/Carter2023_Formatted_No_Arm_P020_split6.b3d	RSK3	2
../data/train/Carter2023_Formatted_No_Arm_P020_split6.b3d	RSK4	2
